PROD_ID;DATE;SALES_COUNT;MEDIAN_PRICE;MEAN_PRICE;C1_PRICE_1;C1_PRICE_2;C2_PRICE_1;C2_PRICE_2;C3_PRICE_1;C3_PRICE_2;C4_PRICE_1;C4_PRICE_2;C5_PRICE_1;C5_PRICE_2;C6_PRICE_1;C6_PRICE_2
P1;2015-04-03;6;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-04-04;8;1499.0;1480.26;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-04-05;5;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-04-06;4;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-04-07;13;1499.0;1487.46;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-04-08;16;1429.0;1406.79;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-04-09;16;1399.0;1440.26;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-04-10;12;1499.0;1457.33;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-04-11;20;1399.0;1399.0;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-04-12;32;1399.0;1399.0;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-04-13;27;1399.0;1422.34;1499.0;1499.0;1499.0;1499.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-04-14;5;1499.0;1479.0;1499.0;1424.05;1499.0;1499.0;1449.0;1449.0;NA;NA;1499.0;1424.05;1349.0;1349.0
P1;2015-04-15;8;1399.0;1424.0;1374.0;1236.6;1374.0;1236.6;1374.0;1374.0;NA;NA;1499.0;1424.05;1349.0;1349.0
P1;2015-04-16;15;1499.0;1472.33;1349.0;1214.1;1349.0;1214.1;1349.0;1349.0;NA;NA;1499.0;1296.63;1349.0;1349.0
P1;2015-04-17;6;1399.0;1432.37;1349.0;1214.1;1349.0;1214.1;1349.0;1349.0;NA;NA;1499.0;1319.12;1349.0;1349.0
P1;2015-04-18;2;1399.0;1399.0;1349.0;1214.1;1349.0;1214.1;1349.0;1349.0;NA;NA;1499.0;1319.12;1349.0;1349.0
P1;2015-04-19;14;1399.0;1389.01;1349.0;1214.1;1349.0;1214.1;1349.0;1214.1;NA;NA;1499.0;1319.12;1349.0;1349.0
P1;2015-04-20;12;1399.0;1407.33;1624.0;1556.55;1349.0;1214.1;1349.0;1281.55;NA;NA;1499.0;1319.12;1349.0;1349.0
P1;2015-04-21;15;1399.0;1399.0;1624.0;1556.55;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1319.12;1499.0;1499.0
P1;2015-04-22;11;1399.0;1421.74;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1319.12;1499.0;1499.0
P1;2015-04-23;16;1399.0;1374.43;1624.0;1556.55;1349.0;1214.1;1349.0;1349.0;NA;NA;1499.0;1319.12;1499.0;1499.0
P1;2015-04-24;9;1399.0;1454.56;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1319.12;1499.0;1499.0
P1;2015-04-25;11;1399.0;1399.0;1624.0;1556.55;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1319.12;1499.0;1499.0
P1;2015-04-26;13;1399.0;1399.0;1281.55;1214.1;1624.0;1556.55;1281.55;1281.55;NA;NA;1499.0;1319.12;1349.0;1349.0
P1;2015-04-27;12;1399.0;1449.0;1624.0;1556.55;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1319.12;1349.0;1349.0
P1;2015-04-28;8;1499.0;1499.0;1624.0;1556.55;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1319.12;1349.0;1349.0
P1;2015-04-29;8;1499.0;1461.5;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1319.12;1349.0;1349.0
P1;2015-04-30;5;1399.0;1429.02;1699.0;1624.05;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1319.12;1349.0;1349.0
P1;2015-05-01;1;1499.0;1499.0;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-02;12;1499.0;1474.0;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-03;10;1499.0;1475.01;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-04;17;1399.0;1411.25;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-05;30;1399.0;1440.67;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-06;19;1499.0;1456.89;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-07;22;1399.0;1436.28;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-08;15;1499.0;1471.74;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-09;9;1499.0;1475.8;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-10;10;1499.0;1449.0;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-11;23;1490.17;1455.14;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1349.1;1349.0;1349.0
P1;2015-05-12;26;1399.0;1420.2;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1349.1;1349.0;1349.0
P1;2015-05-13;19;1399.0;1431.9;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1438.2;1438.2;1349.0;1349.0
P1;2015-05-14;50;1329.05;1337.88;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-15;43;1329.05;1351.82;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-16;34;1399.0;1374.61;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-17;23;1399.0;1389.03;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-18;16;1399.0;1411.52;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-19;19;1499.0;1460.91;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1349.0;1349.0
P1;2015-05-20;13;1399.0;1452.17;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-05-21;25;1329.05;1381.84;1899.0;1899.0;1899.0;1899.0;1349.0;1349.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-05-22;17;1399.0;1392.58;1699.0;1624.05;1699.0;1624.05;1499.0;1499.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-05-23;17;1424.05;1456.36;1899.0;1899.0;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-05-24;18;1424.05;1428.2;1899.0;1899.0;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-05-25;9;1499.0;1471.23;1899.0;1899.0;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-05-26;22;1399.0;1422.69;1899.0;1899.0;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-05-27;28;1399.0;1386.51;1673.95;1673.95;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-05-28;35;1399.0;1389.01;1449.4;1449.4;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-05-29;34;1399.0;1394.89;1449.4;1449.4;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-05-30;16;1399.0;1381.51;1448.9;1448.9;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-05-31;34;1399.0;1394.89;1448.9;1448.9;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-06-01;40;1399.0;1398.53;1446.9;1446.9;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1499.0;1499.0;1499.0
P1;2015-06-02;49;1399.0;1387.58;1447.9;1447.9;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1461.53;1499.0;1499.0
P1;2015-06-03;17;1490.17;1446.14;1450.9;1450.9;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-04;13;1499.0;1489.95;1450.9;1450.9;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-05;11;1399.0;1436.29;1450.9;1450.9;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-06;15;1499.0;1471.74;1450.9;1450.9;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-07;22;1499.0;1480.02;1450.9;1450.9;1899.0;1899.0;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-08;16;1499.0;1476.65;1474.95;1400.0;1499.0;1349.1;1499.0;1349.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-09;16;1499.0;1470.33;1499.0;1349.1;1499.0;1349.1;1499.0;1349.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-10;12;1499.0;1476.09;1499.0;1349.1;1499.0;1349.1;1499.0;1349.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-11;22;1490.17;1465.17;1499.0;1349.1;1499.0;1349.1;1499.0;1349.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-12;9;1499.0;1475.8;1499.0;1349.1;1499.0;1349.1;1499.0;1349.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-13;14;1499.0;1456.14;1499.0;1349.1;1499.0;1349.1;1499.0;1349.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-14;8;1399.0;1449.0;1349.1;1349.1;1499.0;1349.1;1499.0;1349.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-15;47;1399.0;1396.02;1349.1;1349.1;1499.0;1349.1;1499.0;1349.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-16;47;1399.0;1396.02;1424.05;1349.1;1424.05;1349.1;1424.05;1349.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-17;10;1499.0;1498.12;1355.05;1219.55;1360.05;1224.05;1360.05;1224.05;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-18;24;1490.17;1441.89;1424.05;1349.1;1449.0;1304.1;1379.05;1304.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-19;10;1499.0;1498.12;1579.05;1579.05;1579.05;1579.05;1579.05;1579.05;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-20;8;1499.0;1480.26;1399.0;1259.1;1399.0;1259.1;1399.0;1259.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-21;3;1490.17;1496.06;1399.0;1259.1;1649.0;1579.05;1399.0;1259.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-22;11;1490.17;1491.24;1899.0;1899.0;1399.0;1259.1;1899.0;1899.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-23;5;1449.0;1479.0;1315.06;1245.11;1399.0;1259.1;1399.0;1259.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-24;11;1499.0;1493.65;1231.12;1231.12;1231.12;1231.12;1315.06;1245.11;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-25;11;1499.0;1489.11;1399.0;1259.1;1399.0;1259.1;1315.06;1245.11;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-26;11;1499.0;1465.26;1428.95;1359.0;1458.9;1458.9;1399.0;1259.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-27;8;1490.17;1435.07;1461.9;1461.9;1458.9;1458.9;1399.0;1259.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-28;4;1499.0;1499.0;1461.9;1461.9;1458.9;1458.9;1399.0;1259.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-29;11;1490.17;1480.02;1395.47;1360.5;1461.9;1461.9;1399.0;1259.1;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-06-30;18;1499.0;1487.4;1649.0;1579.05;1649.0;1579.05;1649.0;1579.05;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-01;16;1490.17;1467.28;1463.9;1463.9;1682.95;1682.95;1899.0;1899.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-02;46;1419.0;1418.32;1465.9;1465.4;1466.9;1466.9;1899.0;1899.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-03;12;1499.0;1479.84;1432.95;1432.95;1465.9;1465.9;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-04;11;1499.0;1489.11;1396.97;1396.97;1464.9;1464.9;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-05;12;1499.0;1493.36;1464.9;1464.9;1464.9;1464.9;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-06;14;1499.0;1487.57;1458.9;1458.9;1458.9;1458.9;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-07;11;1499.0;1493.65;1446.9;1446.9;1446.9;1446.9;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-08;8;1499.0;1492.75;1435.4;1435.4;1435.4;1435.4;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-09;11;1490.17;1483.76;1429.9;1429.9;1429.9;1429.9;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-10;10;1499.0;1474.84;1429.9;1429.9;1429.9;1429.9;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-11;10;1499.0;1467.43;1429.9;1429.9;1429.9;1429.9;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-12;10;1499.0;1483.21;1429.9;1429.9;1429.9;1429.9;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-13;18;1499.0;1498.51;1416.9;1416.9;1416.9;1416.9;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-14;11;1499.0;1492.19;1401.4;1401.4;1401.4;1401.4;1399.0;1399.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-15;15;1499.0;1498.41;1448.95;1374.0;1398.9;1398.9;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-16;15;1499.0;1499.0;1398.9;1398.9;1398.9;1398.9;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-17;16;1499.0;1498.45;1397.9;1397.9;1397.9;1397.9;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-18;10;1499.0;1476.51;1396.9;1396.9;1396.9;1396.9;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-19;11;1499.0;1498.2;1396.9;1396.9;1396.9;1396.9;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-20;20;1499.0;1499.0;1396.4;1396.4;1396.4;1396.4;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-21;25;1499.0;1490.01;1432.46;1359.01;1417.77;1345.79;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-22;14;1499.0;1499.0;1499.0;1349.1;1469.02;1322.12;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-23;18;1499.0;1490.67;1499.0;1349.1;1469.02;1322.12;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-24;20;1499.0;1499.0;1499.0;1349.1;1469.02;1322.12;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-25;7;1499.0;1499.0;1499.0;1349.1;1469.02;1322.12;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-26;9;1499.0;1498.02;1461.53;1315.37;1432.3;1289.07;1461.53;1461.53;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-27;15;1499.0;1498.41;1447.46;1374.01;1425.9;1425.9;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-28;19;1499.0;1499.0;1454.33;1454.33;1461.67;1461.67;1484.01;1484.01;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-29;17;1499.0;1499.0;1469.02;1469.02;1484.01;1409.06;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-30;32;1499.0;1484.95;1462.45;1387.5;1499.0;1349.1;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-07-31;15;1499.0;1489.01;1499.0;1349.1;1499.0;1349.1;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-08-01;19;1499.0;1499.0;1499.0;1349.1;1499.0;1349.1;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-08-02;16;1499.0;1499.0;1499.0;1349.1;1499.0;1349.1;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-08-03;19;1499.0;1499.0;1499.0;1349.1;1499.0;1349.1;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-08-04;32;1499.0;1499.0;1499.0;1349.1;1499.0;1349.1;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-08-05;31;1499.0;1494.16;1462.45;1387.5;1499.0;1349.1;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-08-06;23;1499.0;1482.71;1499.0;1349.1;1499.0;1349.1;1499.0;1499.0;NA;NA;1499.0;1424.05;1499.0;1499.0
P1;2015-08-07;19;1499.0;1499.0;1461.53;1315.37;1461.53;1315.37;1461.53;1461.53;NA;NA;1499.0;1424.05;1499.0;1499.0
