prod_id;comp;date;time;pay_type;price
1;2;2015-04-06;08:11:29;1;1499.0
1;2;2015-04-06;08:11:29;2;1499.0
1;3;2015-04-06;08:11:29;1;1499.0
1;3;2015-04-06;08:11:29;2;1499.0
1;5;2015-04-06;08:11:29;1;1499.0
1;5;2015-04-06;08:11:29;2;1424.05
1;1;2015-04-07;08:11:29;1;1499.0
1;1;2015-04-07;08:11:29;2;1499.0
1;2;2015-04-07;08:11:29;1;1499.0
1;2;2015-04-07;08:11:29;2;1499.0
1;3;2015-04-07;08:11:29;1;1499.0
1;3;2015-04-07;08:11:29;2;1499.0
1;5;2015-04-07;08:11:29;1;1499.0
1;5;2015-04-07;08:11:29;2;1424.05
1;1;2015-04-08;08:11:29;1;1499.0
1;1;2015-04-08;08:11:29;2;1499.0
1;2;2015-04-08;08:11:29;1;1499.0
1;2;2015-04-08;08:11:29;2;1499.0
1;3;2015-04-08;08:11:29;1;1499.0
1;3;2015-04-08;08:11:29;2;1499.0
1;5;2015-04-08;08:11:29;1;1499.0
1;5;2015-04-08;08:11:29;2;1424.05
1;1;2015-04-09;08:11:29;1;1499.0
1;1;2015-04-09;08:11:29;2;1499.0
1;2;2015-04-09;08:11:29;1;1499.0
1;2;2015-04-09;08:11:29;2;1499.0
1;3;2015-04-09;08:11:29;1;1499.0
1;3;2015-04-09;08:11:29;2;1499.0
1;5;2015-04-09;08:11:29;1;1499.0
1;5;2015-04-09;08:11:29;2;1424.05
1;1;2015-04-10;08:11:29;1;1499.0
1;1;2015-04-10;08:11:29;2;1499.0
1;2;2015-04-10;08:11:29;1;1499.0
1;2;2015-04-10;08:11:29;2;1499.0
1;3;2015-04-10;08:11:29;1;1499.0
1;3;2015-04-10;08:11:29;2;1499.0
1;5;2015-04-10;08:11:29;1;1499.0
1;5;2015-04-10;08:11:29;2;1424.05
1;6;2015-04-10;08:11:29;1;1499.0
1;6;2015-04-10;08:11:29;2;1499.0
1;1;2015-04-11;08:11:29;1;1499.0
1;1;2015-04-11;08:11:29;2;1499.0
1;2;2015-04-11;08:11:29;1;1499.0
1;2;2015-04-11;08:11:29;2;1499.0
1;3;2015-04-11;08:11:29;1;1499.0
1;3;2015-04-11;08:11:29;2;1499.0
1;5;2015-04-11;08:11:29;1;1499.0
1;5;2015-04-11;08:11:29;2;1424.05
1;6;2015-04-11;08:11:29;1;1499.0
1;6;2015-04-11;08:11:29;2;1499.0
1;1;2015-04-12;08:11:29;1;1499.0
1;1;2015-04-12;08:11:29;2;1499.0
1;2;2015-04-12;08:11:29;1;1499.0
1;2;2015-04-12;08:11:29;2;1499.0
1;3;2015-04-12;08:11:29;1;1499.0
1;3;2015-04-12;08:11:29;2;1499.0
1;5;2015-04-12;08:11:29;1;1499.0
1;5;2015-04-12;08:11:29;2;1424.05
1;6;2015-04-12;08:11:29;1;1499.0
1;6;2015-04-12;08:11:29;2;1499.0
1;1;2015-04-13;08:11:29;1;1499.0
1;1;2015-04-13;08:11:29;2;1499.0
1;2;2015-04-13;08:11:29;1;1499.0
1;2;2015-04-13;08:11:29;2;1499.0
1;3;2015-04-13;08:11:29;1;1499.0
1;3;2015-04-13;08:11:29;2;1499.0
1;5;2015-04-13;08:11:29;1;1499.0
1;5;2015-04-13;08:11:29;2;1424.05
1;6;2015-04-13;08:11:29;1;1499.0
1;6;2015-04-13;08:11:29;2;1499.0
1;1;2015-04-14;08:11:29;1;1499.0
1;1;2015-04-14;08:11:29;2;1424.05
1;2;2015-04-14;08:11:29;1;1499.0
1;2;2015-04-14;08:11:29;2;1499.0
1;3;2015-04-14;08:11:29;1;1449.0
1;3;2015-04-14;08:11:29;2;1449.0
1;5;2015-04-14;08:11:29;1;1499.0
1;5;2015-04-14;08:11:29;2;1424.05
1;6;2015-04-14;08:11:29;1;1349.0
1;6;2015-04-14;08:11:29;2;1349.0
1;1;2015-04-15;08:11:29;1;1374.0
1;1;2015-04-15;08:11:29;2;1236.6
1;2;2015-04-15;08:11:29;1;1374.0
1;2;2015-04-15;08:11:29;2;1236.6
1;3;2015-04-15;08:11:29;1;1374.0
1;3;2015-04-15;08:11:29;2;1374.0
1;5;2015-04-15;08:11:29;1;1499.0
1;5;2015-04-15;08:11:29;2;1424.05
1;6;2015-04-15;08:11:29;1;1349.0
1;6;2015-04-15;08:11:29;2;1349.0
1;1;2015-04-16;08:11:29;1;1349.0
1;1;2015-04-16;08:11:29;2;1214.1
1;2;2015-04-16;08:11:29;1;1349.0
1;2;2015-04-16;08:11:29;2;1214.1
1;3;2015-04-16;08:11:29;1;1349.0
1;3;2015-04-16;08:11:29;2;1349.0
1;5;2015-04-16;08:11:29;1;1499.0
1;5;2015-04-16;08:11:29;2;1296.63
1;6;2015-04-16;08:11:29;1;1349.0
1;6;2015-04-16;08:11:29;2;1349.0
1;1;2015-04-17;08:11:29;1;1349.0
1;1;2015-04-17;08:11:29;2;1214.1
1;2;2015-04-17;08:11:29;1;1349.0
1;2;2015-04-17;08:11:29;2;1214.1
1;3;2015-04-17;08:11:29;1;1349.0
1;3;2015-04-17;08:11:29;2;1349.0
1;5;2015-04-17;08:11:29;1;1499.0
1;5;2015-04-17;08:11:29;2;1319.12
1;6;2015-04-17;08:11:29;1;1349.0
1;6;2015-04-17;08:11:29;2;1349.0
1;1;2015-04-18;08:11:29;1;1349.0
1;1;2015-04-18;08:11:29;2;1214.1
1;2;2015-04-18;08:11:29;1;1349.0
1;2;2015-04-18;08:11:29;2;1214.1
1;3;2015-04-18;08:11:29;1;1349.0
1;3;2015-04-18;08:11:29;2;1349.0
1;5;2015-04-18;08:11:29;1;1499.0
1;5;2015-04-18;08:11:29;2;1319.12
1;1;2015-04-19;08:11:29;1;1349.0
1;1;2015-04-19;08:11:29;2;1214.1
1;2;2015-04-19;08:11:29;1;1349.0
1;2;2015-04-19;08:11:29;2;1214.1
1;3;2015-04-19;08:11:29;1;1349.0
1;3;2015-04-19;08:11:29;2;1214.1
1;5;2015-04-19;08:11:29;1;1499.0
1;5;2015-04-19;08:11:29;2;1319.12
1;1;2015-04-20;08:11:29;1;1624.0
1;1;2015-04-20;08:11:29;2;1556.55
1;2;2015-04-20;08:11:29;1;1349.0
1;2;2015-04-20;08:11:29;2;1214.1
1;3;2015-04-20;08:11:29;1;1349.0
1;3;2015-04-20;08:11:29;2;1281.55
1;1;2015-04-21;08:11:29;1;1624.0
1;1;2015-04-21;08:11:29;2;1556.55
1;2;2015-04-21;08:11:29;1;1899.0
1;2;2015-04-21;08:11:29;2;1899.0
1;5;2015-04-21;08:11:29;1;1499.0
1;5;2015-04-21;08:11:29;2;1319.12
1;6;2015-04-21;08:11:29;1;1499.0
1;6;2015-04-21;08:11:29;2;1499.0
1;1;2015-04-22;08:11:29;1;1899.0
1;1;2015-04-22;08:11:29;2;1899.0
1;2;2015-04-22;08:11:29;1;1899.0
1;2;2015-04-22;08:11:29;2;1899.0
1;3;2015-04-22;08:11:29;1;1349.0
1;3;2015-04-22;08:11:29;2;1349.0
1;5;2015-04-22;08:11:29;1;1499.0
1;5;2015-04-22;08:11:29;2;1319.12
1;6;2015-04-22;08:11:29;1;1499.0
1;6;2015-04-22;08:11:29;2;1499.0
1;1;2015-04-23;08:11:29;1;1624.0
1;1;2015-04-23;08:11:29;2;1556.55
1;2;2015-04-23;08:11:29;1;1349.0
1;2;2015-04-23;08:11:29;2;1214.1
1;5;2015-04-23;08:11:29;1;1499.0
1;5;2015-04-23;08:11:29;2;1319.12
1;6;2015-04-23;08:11:29;1;1499.0
1;6;2015-04-23;08:11:29;2;1499.0
1;1;2015-04-24;08:11:29;1;1899.0
1;1;2015-04-24;08:11:29;2;1899.0
1;2;2015-04-24;08:11:29;1;1899.0
1;2;2015-04-24;08:11:29;2;1899.0
1;5;2015-04-24;08:11:29;1;1499.0
1;5;2015-04-24;08:11:29;2;1319.12
1;1;2015-04-25;08:11:29;1;1624.0
1;1;2015-04-25;08:11:29;2;1556.55
1;2;2015-04-25;08:11:29;1;1899.0
1;2;2015-04-25;08:11:29;2;1899.0
1;3;2015-04-25;08:11:29;1;1349.0
1;3;2015-04-25;08:11:29;2;1349.0
1;5;2015-04-25;08:11:29;1;1499.0
1;5;2015-04-25;08:11:29;2;1319.12
1;1;2015-04-26;08:11:29;1;1281.55
1;1;2015-04-26;08:11:29;2;1214.1
1;2;2015-04-26;08:11:29;1;1624.0
1;2;2015-04-26;08:11:29;2;1556.55
1;3;2015-04-26;08:11:29;1;1281.55
1;3;2015-04-26;08:11:29;2;1281.55
1;5;2015-04-26;08:11:29;1;1499.0
1;5;2015-04-26;08:11:29;2;1319.12
1;6;2015-04-26;08:11:29;1;1349.0
1;6;2015-04-26;08:11:29;2;1349.0
1;1;2015-04-27;08:11:29;1;1624.0
1;1;2015-04-27;08:11:29;2;1556.55
1;2;2015-04-27;08:11:29;1;1899.0
1;2;2015-04-27;08:11:29;2;1899.0
1;3;2015-04-27;08:11:29;1;1349.0
1;3;2015-04-27;08:11:29;2;1349.0
1;1;2015-04-28;08:11:29;1;1624.0
1;1;2015-04-28;08:11:29;2;1556.55
1;2;2015-04-28;08:11:29;1;1899.0
1;2;2015-04-28;08:11:29;2;1899.0
1;1;2015-04-29;08:11:29;1;1899.0
1;1;2015-04-29;08:11:29;2;1899.0
1;2;2015-04-29;08:11:29;1;1899.0
1;2;2015-04-29;08:11:29;2;1899.0
1;5;2015-04-29;08:11:29;1;1499.0
1;5;2015-04-29;08:11:29;2;1319.12
1;6;2015-04-29;08:11:29;1;1349.0
1;6;2015-04-29;08:11:29;2;1349.0
1;1;2015-04-30;08:11:29;1;1699.0
1;1;2015-04-30;08:11:29;2;1624.05
1;2;2015-04-30;08:11:29;1;1899.0
1;2;2015-04-30;08:11:29;2;1899.0
1;5;2015-04-30;08:11:29;1;1499.0
1;5;2015-04-30;08:11:29;2;1319.12
1;1;2015-05-01;08:11:29;1;1899.0
1;1;2015-05-01;08:11:29;2;1899.0
1;2;2015-05-01;08:11:29;1;1899.0
1;2;2015-05-01;08:11:29;2;1899.0
1;5;2015-05-01;08:11:29;1;1499.0
1;5;2015-05-01;08:11:29;2;1499.0
1;1;2015-05-02;08:11:29;1;1899.0
1;1;2015-05-02;08:11:29;2;1899.0
1;2;2015-05-02;08:11:29;1;1899.0
1;2;2015-05-02;08:11:29;2;1899.0
1;6;2015-05-02;08:11:29;1;1349.0
1;6;2015-05-02;08:11:29;2;1349.0
1;1;2015-05-03;08:11:29;1;1899.0
1;1;2015-05-03;08:11:29;2;1899.0
1;2;2015-05-03;08:11:29;1;1899.0
1;2;2015-05-03;08:11:29;2;1899.0
1;5;2015-05-03;08:11:29;1;1499.0
1;5;2015-05-03;08:11:29;2;1499.0
1;1;2015-05-04;08:11:29;1;1899.0
1;1;2015-05-04;08:11:29;2;1899.0
1;2;2015-05-04;08:11:29;1;1899.0
1;2;2015-05-04;08:11:29;2;1899.0
1;5;2015-05-04;08:11:29;1;1499.0
1;5;2015-05-04;08:11:29;2;1499.0
1;6;2015-05-04;08:11:29;1;1349.0
1;6;2015-05-04;08:11:29;2;1349.0
1;1;2015-05-05;08:11:29;1;1899.0
1;1;2015-05-05;08:11:29;2;1899.0
1;2;2015-05-05;08:11:29;1;1899.0
1;2;2015-05-05;08:11:29;2;1899.0
1;5;2015-05-05;08:11:29;1;1499.0
1;5;2015-05-05;08:11:29;2;1499.0
1;1;2015-05-06;08:11:29;1;1899.0
1;1;2015-05-06;08:11:29;2;1899.0
1;2;2015-05-06;08:11:29;1;1899.0
1;2;2015-05-06;08:11:29;2;1899.0
1;5;2015-05-06;08:11:29;1;1499.0
1;5;2015-05-06;08:11:29;2;1499.0
1;1;2015-05-07;08:11:29;1;1899.0
1;1;2015-05-07;08:11:29;2;1899.0
1;2;2015-05-07;08:11:29;1;1899.0
1;2;2015-05-07;08:11:29;2;1899.0
1;1;2015-05-08;08:11:29;1;1899.0
1;1;2015-05-08;08:11:29;2;1899.0
1;2;2015-05-08;08:11:29;1;1899.0
1;2;2015-05-08;08:11:29;2;1899.0
1;1;2015-05-09;08:11:29;1;1899.0
1;1;2015-05-09;08:11:29;2;1899.0
1;2;2015-05-09;08:11:29;1;1899.0
1;2;2015-05-09;08:11:29;2;1899.0
1;1;2015-05-10;08:11:29;1;1899.0
1;1;2015-05-10;08:11:29;2;1899.0
1;2;2015-05-10;08:11:29;1;1899.0
1;2;2015-05-10;08:11:29;2;1899.0
1;1;2015-05-11;08:11:29;1;1899.0
1;1;2015-05-11;08:11:29;2;1899.0
1;2;2015-05-11;08:11:29;1;1899.0
1;2;2015-05-11;08:11:29;2;1899.0
1;5;2015-05-11;08:11:29;1;1499.0
1;5;2015-05-11;08:11:29;2;1349.1
1;1;2015-05-12;08:11:29;1;1899.0
1;1;2015-05-12;08:11:29;2;1899.0
1;2;2015-05-12;08:11:29;1;1899.0
1;2;2015-05-12;08:11:29;2;1899.0
1;1;2015-05-13;08:11:29;1;1899.0
1;1;2015-05-13;08:11:29;2;1899.0
1;2;2015-05-13;08:11:29;1;1899.0
1;2;2015-05-13;08:11:29;2;1899.0
1;5;2015-05-13;08:11:29;1;1438.2
1;5;2015-05-13;08:11:29;2;1438.2
1;1;2015-05-14;08:11:29;1;1899.0
1;1;2015-05-14;08:11:29;2;1899.0
1;2;2015-05-14;08:11:29;1;1899.0
1;2;2015-05-14;08:11:29;2;1899.0
1;5;2015-05-14;08:11:29;1;1499.0
1;5;2015-05-14;08:11:29;2;1499.0
1;1;2015-05-15;08:11:29;1;1899.0
1;1;2015-05-15;08:11:29;2;1899.0
1;2;2015-05-15;08:11:29;1;1899.0
1;2;2015-05-15;08:11:29;2;1899.0
1;1;2015-05-16;08:11:29;1;1899.0
1;1;2015-05-16;08:11:29;2;1899.0
1;2;2015-05-16;08:11:29;1;1899.0
1;2;2015-05-16;08:11:29;2;1899.0
1;1;2015-05-17;08:11:29;1;1899.0
1;1;2015-05-17;08:11:29;2;1899.0
1;2;2015-05-17;08:11:29;1;1899.0
1;2;2015-05-17;08:11:29;2;1899.0
1;1;2015-05-18;08:11:29;1;1899.0
1;1;2015-05-18;08:11:29;2;1899.0
1;2;2015-05-18;08:11:29;1;1899.0
1;2;2015-05-18;08:11:29;2;1899.0
1;5;2015-05-18;08:11:29;1;1499.0
1;5;2015-05-18;08:11:29;2;1499.0
1;1;2015-05-19;08:11:29;1;1899.0
1;1;2015-05-19;08:11:29;2;1899.0
1;2;2015-05-19;08:11:29;1;1899.0
1;2;2015-05-19;08:11:29;2;1899.0
1;5;2015-05-19;08:11:29;1;1499.0
1;5;2015-05-19;08:11:29;2;1499.0
1;1;2015-05-20;08:11:29;1;1899.0
1;1;2015-05-20;08:11:29;2;1899.0
1;2;2015-05-20;08:11:29;1;1899.0
1;2;2015-05-20;08:11:29;2;1899.0
1;5;2015-05-20;08:11:29;1;1499.0
1;5;2015-05-20;08:11:29;2;1499.0
1;6;2015-05-20;08:11:29;1;1499.0
1;6;2015-05-20;08:11:29;2;1499.0
1;1;2015-05-21;08:11:29;1;1899.0
1;1;2015-05-21;08:11:29;2;1899.0
1;2;2015-05-21;08:11:29;1;1899.0
1;2;2015-05-21;08:11:29;2;1899.0
1;5;2015-05-21;08:11:29;1;1499.0
1;5;2015-05-21;08:11:29;2;1499.0
1;6;2015-05-21;08:11:29;1;1499.0
1;6;2015-05-21;08:11:29;2;1499.0
1;1;2015-05-22;08:11:29;1;1699.0
1;1;2015-05-22;08:11:29;2;1624.05
1;2;2015-05-22;08:11:29;1;1699.0
1;2;2015-05-22;08:11:29;2;1624.05
1;3;2015-05-22;08:11:29;1;1499.0
1;3;2015-05-22;08:11:29;2;1499.0
1;5;2015-05-22;08:11:29;1;1499.0
1;5;2015-05-22;08:11:29;2;1499.0
1;6;2015-05-22;08:11:29;1;1499.0
1;6;2015-05-22;08:11:29;2;1499.0
1;1;2015-05-23;08:11:29;1;1899.0
1;1;2015-05-23;08:11:29;2;1899.0
1;2;2015-05-23;08:11:29;1;1899.0
1;2;2015-05-23;08:11:29;2;1899.0
1;5;2015-05-23;08:11:29;1;1499.0
1;5;2015-05-23;08:11:29;2;1499.0
1;1;2015-05-24;08:11:29;1;1899.0
1;1;2015-05-24;08:11:29;2;1899.0
1;2;2015-05-24;08:11:29;1;1899.0
1;2;2015-05-24;08:11:29;2;1899.0
1;1;2015-05-25;08:11:29;1;1899.0
1;1;2015-05-25;08:11:29;2;1899.0
1;2;2015-05-25;08:11:29;1;1899.0
1;2;2015-05-25;08:11:29;2;1899.0
1;5;2015-05-25;08:11:29;1;1499.0
1;5;2015-05-25;08:11:29;2;1499.0
1;1;2015-05-26;08:11:29;1;1899.0
1;1;2015-05-26;08:11:29;2;1899.0
1;2;2015-05-26;08:11:29;1;1899.0
1;2;2015-05-26;08:11:29;2;1899.0
1;5;2015-05-26;08:11:29;1;1499.0
1;5;2015-05-26;08:11:29;2;1499.0
1;1;2015-05-27;08:11:29;1;1673.95
1;1;2015-05-27;08:11:29;2;1673.95
1;2;2015-05-27;08:11:29;1;1899.0
1;2;2015-05-27;08:11:29;2;1899.0
1;5;2015-05-27;08:11:29;1;1499.0
1;5;2015-05-27;08:11:29;2;1499.0
1;1;2015-05-28;08:11:29;1;1449.4
1;1;2015-05-28;08:11:29;2;1449.4
1;5;2015-05-28;08:11:29;1;1499.0
1;5;2015-05-28;08:11:29;2;1499.0
1;1;2015-05-29;08:11:29;1;1449.4
1;1;2015-05-29;08:11:29;2;1449.4
1;5;2015-05-29;08:11:29;1;1499.0
1;5;2015-05-29;08:11:29;2;1499.0
1;1;2015-05-30;08:11:29;1;1448.9
1;1;2015-05-30;08:11:29;2;1448.9
1;5;2015-05-30;08:11:29;1;1499.0
1;5;2015-05-30;08:11:29;2;1499.0
1;6;2015-05-30;08:11:29;1;1499.0
1;6;2015-05-30;08:11:29;2;1499.0
1;1;2015-05-31;08:11:29;1;1448.9
1;1;2015-05-31;08:11:29;2;1448.9
1;5;2015-05-31;08:11:29;1;1499.0
1;5;2015-05-31;08:11:29;2;1499.0
1;1;2015-06-01;08:11:29;1;1446.9
1;1;2015-06-01;08:11:29;2;1446.9
1;5;2015-06-01;08:11:29;1;1499.0
1;5;2015-06-01;08:11:29;2;1499.0
1;1;2015-06-02;08:11:29;1;1447.9
1;1;2015-06-02;08:11:29;2;1447.9
1;5;2015-06-02;08:11:29;1;1499.0
1;5;2015-06-02;08:11:29;2;1461.53
1;1;2015-06-03;08:11:29;1;1450.9
1;1;2015-06-03;08:11:29;2;1450.9
1;5;2015-06-03;08:11:29;1;1499.0
1;5;2015-06-03;08:11:29;2;1424.05
1;1;2015-06-04;08:11:29;1;1450.9
1;1;2015-06-04;08:11:29;2;1450.9
1;5;2015-06-04;08:11:29;1;1499.0
1;5;2015-06-04;08:11:29;2;1424.05
1;1;2015-06-05;08:11:29;1;1450.9
1;1;2015-06-05;08:11:29;2;1450.9
1;5;2015-06-05;08:11:29;1;1499.0
1;5;2015-06-05;08:11:29;2;1424.05
1;1;2015-06-06;08:11:29;1;1450.9
1;1;2015-06-06;08:11:29;2;1450.9
1;1;2015-06-07;08:11:29;1;1450.9
1;1;2015-06-07;08:11:29;2;1450.9
1;1;2015-06-08;08:11:29;1;1474.95
1;1;2015-06-08;08:11:29;2;1400.0
1;2;2015-06-08;08:11:29;1;1499.0
1;2;2015-06-08;08:11:29;2;1349.1
1;3;2015-06-08;08:11:29;1;1499.0
1;3;2015-06-08;08:11:29;2;1349.1
1;1;2015-06-09;08:11:29;1;1499.0
1;1;2015-06-09;08:11:29;2;1349.1
1;2;2015-06-09;08:11:29;1;1499.0
1;2;2015-06-09;08:11:29;2;1349.1
1;3;2015-06-09;08:11:29;1;1499.0
1;3;2015-06-09;08:11:29;2;1349.1
1;1;2015-06-10;08:11:29;1;1499.0
1;1;2015-06-10;08:11:29;2;1349.1
1;2;2015-06-10;08:11:29;1;1499.0
1;2;2015-06-10;08:11:29;2;1349.1
1;3;2015-06-10;08:11:29;1;1499.0
1;3;2015-06-10;08:11:29;2;1349.1
1;1;2015-06-11;08:11:29;1;1499.0
1;1;2015-06-11;08:11:29;2;1349.1
1;2;2015-06-11;08:11:29;1;1499.0
1;2;2015-06-11;08:11:29;2;1349.1
1;3;2015-06-11;08:11:29;1;1499.0
1;3;2015-06-11;08:11:29;2;1349.1
1;1;2015-06-12;08:11:29;1;1499.0
1;1;2015-06-12;08:11:29;2;1349.1
1;2;2015-06-12;08:11:29;1;1499.0
1;2;2015-06-12;08:11:29;2;1349.1
1;3;2015-06-12;08:11:29;1;1499.0
1;3;2015-06-12;08:11:29;2;1349.1
1;5;2015-06-12;08:11:29;1;1499.0
1;5;2015-06-12;08:11:29;2;1424.05
1;1;2015-06-13;08:11:29;1;1499.0
1;1;2015-06-13;08:11:29;2;1349.1
1;2;2015-06-13;08:11:29;1;1499.0
1;2;2015-06-13;08:11:29;2;1349.1
1;3;2015-06-13;08:11:29;1;1499.0
1;3;2015-06-13;08:11:29;2;1349.1
1;5;2015-06-13;08:11:29;1;1499.0
1;5;2015-06-13;08:11:29;2;1424.05
1;1;2015-06-14;08:11:29;1;1349.1
1;1;2015-06-14;08:11:29;2;1349.1
1;2;2015-06-14;08:11:29;1;1499.0
1;2;2015-06-14;08:11:29;2;1349.1
1;3;2015-06-14;08:11:29;1;1499.0
1;3;2015-06-14;08:11:29;2;1349.1
1;1;2015-06-15;08:11:29;1;1349.1
