PROD_ID;DATE;SALES_COUNT;MEDIAN_PRICE;C1_DIFF_1;C1_DIFF_2;C2_DIFF_1;C2_DIFF_2;C3_DIFF_1;C3_DIFF_2;C4_DIFF_1;C4_DIFF_2;C5_DIFF_1;C5_DIFF_2;C6_DIFF_1;C6_DIFF_2
P1;2015-04-28;8;1499.0;-125.0;-57.55;-400.0;-400.0;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-04-29;8;1499.0;-400.0;-400.0;-400.0;-400.0;NA;NA;NA;NA;0.0;179.88;150.0;150.0
P1;2015-04-30;5;1399.0;-300.0;-225.05;-500.0;-500.0;NA;NA;NA;NA;-100.0;79.88;NA;NA
P1;2015-05-01;1;1499.0;-400.0;-400.0;-400.0;-400.0;NA;NA;NA;NA;0.0;0.0;NA;NA
P1;2015-05-02;12;1499.0;-400.0;-400.0;-400.0;-400.0;NA;NA;NA;NA;NA;NA;150.0;150.0
P1;2015-05-03;10;1499.0;-400.0;-400.0;-400.0;-400.0;NA;NA;NA;NA;0.0;0.0;NA;NA
P1;2015-05-04;17;1399.0;-500.0;-500.0;-500.0;-500.0;NA;NA;NA;NA;-100.0;-100.0;50.0;50.0
P1;2015-05-05;30;1399.0;-500.0;-500.0;-500.0;-500.0;NA;NA;NA;NA;-100.0;-100.0;NA;NA
P1;2015-05-06;19;1499.0;-400.0;-400.0;-400.0;-400.0;NA;NA;NA;NA;0.0;0.0;NA;NA
P1;2015-05-07;22;1399.0;-500.0;-500.0;-500.0;-500.0;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-05-08;15;1499.0;-400.0;-400.0;-400.0;-400.0;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-05-09;9;1499.0;-400.0;-400.0;-400.0;-400.0;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-05-10;10;1499.0;-400.0;-400.0;-400.0;-400.0;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-05-11;23;1490.17;-408.83;-408.83;-408.83;-408.83;NA;NA;NA;NA;-8.83;141.07;NA;NA
P1;2015-05-12;26;1399.0;-500.0;-500.0;-500.0;-500.0;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-05-13;19;1399.0;-500.0;-500.0;-500.0;-500.0;NA;NA;NA;NA;-39.2;-39.2;NA;NA
P1;2015-05-14;50;1329.05;-569.95;-569.95;-569.95;-569.95;NA;NA;NA;NA;-169.95;-169.95;NA;NA
P1;2015-05-15;43;1329.05;-569.95;-569.95;-569.95;-569.95;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-05-16;34;1399.0;-500.0;-500.0;-500.0;-500.0;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-05-17;23;1399.0;-500.0;-500.0;-500.0;-500.0;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-05-18;16;1399.0;-500.0;-500.0;-500.0;-500.0;NA;NA;NA;NA;-100.0;-100.0;NA;NA
P1;2015-05-19;19;1499.0;-400.0;-400.0;-400.0;-400.0;NA;NA;NA;NA;0.0;0.0;NA;NA
P1;2015-05-20;13;1399.0;-500.0;-500.0;-500.0;-500.0;NA;NA;NA;NA;-100.0;-100.0;-100.0;-100.0
P1;2015-05-21;25;1329.05;-569.95;-569.95;-569.95;-569.95;NA;NA;NA;NA;-169.95;-169.95;-169.95;-169.95
P1;2015-05-22;17;1399.0;-300.0;-225.05;-300.0;-225.05;-100.0;-100.0;NA;NA;-100.0;-100.0;-100.0;-100.0
P1;2015-05-23;17;1424.05;-474.95;-474.95;-474.95;-474.95;NA;NA;NA;NA;-74.95;-74.95;NA;NA
P1;2015-05-24;18;1424.05;-474.95;-474.95;-474.95;-474.95;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-05-25;9;1499.0;-400.0;-400.0;-400.0;-400.0;NA;NA;NA;NA;0.0;0.0;NA;NA
P1;2015-05-26;22;1399.0;-500.0;-500.0;-500.0;-500.0;NA;NA;NA;NA;-100.0;-100.0;NA;NA
P1;2015-05-27;28;1399.0;-274.95;-274.95;-500.0;-500.0;NA;NA;NA;NA;-100.0;-100.0;NA;NA
P1;2015-05-28;35;1399.0;-50.4;-50.4;NA;NA;NA;NA;NA;NA;-100.0;-100.0;NA;NA
P1;2015-05-29;34;1399.0;-50.4;-50.4;NA;NA;NA;NA;NA;NA;-100.0;-100.0;NA;NA
P1;2015-05-30;16;1399.0;-49.9;-49.9;NA;NA;NA;NA;NA;NA;-100.0;-100.0;-100.0;-100.0
P1;2015-05-31;34;1399.0;-49.9;-49.9;NA;NA;NA;NA;NA;NA;-100.0;-100.0;NA;NA
P1;2015-06-01;40;1399.0;-47.9;-47.9;NA;NA;NA;NA;NA;NA;-100.0;-100.0;NA;NA
P1;2015-06-02;49;1399.0;-48.9;-48.9;NA;NA;NA;NA;NA;NA;-100.0;-62.53;NA;NA
P1;2015-06-03;17;1490.17;39.27;39.27;NA;NA;NA;NA;NA;NA;-8.83;66.12;NA;NA
P1;2015-06-04;13;1499.0;48.1;48.1;NA;NA;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-06-05;11;1399.0;-51.9;-51.9;NA;NA;NA;NA;NA;NA;-100.0;-25.05;NA;NA
P1;2015-06-06;15;1499.0;48.1;48.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-06-07;22;1499.0;48.1;48.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
P1;2015-06-08;16;1499.0;24.05;99.0;0.0;149.9;0.0;149.9;NA;NA;NA;NA;NA;NA
P1;2015-06-09;16;1499.0;0.0;149.9;0.0;149.9;0.0;149.9;NA;NA;NA;NA;NA;NA
P1;2015-06-10;12;1499.0;0.0;149.9;0.0;149.9;0.0;149.9;NA;NA;NA;NA;NA;NA
P1;2015-06-11;22;1490.17;-8.83;141.07;-8.83;141.07;-8.83;141.07;NA;NA;NA;NA;NA;NA
P1;2015-06-12;9;1499.0;0.0;149.9;0.0;149.9;0.0;149.9;NA;NA;0.0;74.95;NA;NA
P1;2015-06-13;14;1499.0;0.0;149.9;0.0;149.9;0.0;149.9;NA;NA;0.0;74.95;NA;NA
P1;2015-06-14;8;1399.0;49.9;49.9;-100.0;49.9;-100.0;49.9;NA;NA;NA;NA;NA;NA
P1;2015-06-15;47;1399.0;49.9;49.9;-100.0;49.9;-100.0;49.9;NA;NA;-100.0;-25.05;NA;NA
P1;2015-06-16;47;1399.0;-25.05;49.9;-25.05;49.9;-25.05;49.9;NA;NA;-100.0;-25.05;NA;NA
P1;2015-06-17;10;1499.0;143.95;279.45;138.95;274.95;138.95;274.95;NA;NA;0.0;74.95;NA;NA
P1;2015-06-18;24;1490.17;66.12;141.07;41.17;186.07;111.12;186.07;NA;NA;-8.83;66.12;NA;NA
P1;2015-06-19;10;1499.0;-80.05;-80.05;-80.05;-80.05;-80.05;-80.05;NA;NA;0.0;74.95;NA;NA
P1;2015-06-20;8;1499.0;100.0;239.9;100.0;239.9;100.0;239.9;NA;NA;0.0;74.95;NA;NA
P1;2015-06-21;3;1490.17;91.17;231.07;-158.83;-88.88;91.17;231.07;NA;NA;-8.83;66.12;NA;NA
P1;2015-06-22;11;1490.17;-408.83;-408.83;NA;NA;-408.83;-408.83;NA;NA;-8.83;66.12;NA;NA
P1;2015-06-23;5;1449.0;133.94;203.89;50.0;189.9;50.0;189.9;NA;NA;-50.0;24.95;NA;NA
P1;2015-06-24;11;1499.0;267.88;267.88;267.88;267.88;183.94;253.89;NA;NA;0.0;74.95;NA;NA
P1;2015-06-25;11;1499.0;100.0;239.9;100.0;239.9;183.94;253.89;NA;NA;0.0;74.95;NA;NA
P1;2015-06-26;11;1499.0;70.05;140.0;40.1;40.1;100.0;239.9;NA;NA;0.0;74.95;NA;NA
P1;2015-06-27;8;1490.17;28.27;28.27;NA;NA;91.17;231.07;NA;NA;-8.83;66.12;NA;NA
P1;2015-06-28;4;1499.0;37.1;37.1;NA;NA;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-06-29;11;1490.17;94.7;129.67;28.27;28.27;NA;NA;NA;NA;-8.83;66.12;NA;NA
P1;2015-06-30;18;1499.0;-150.0;-80.05;-150.0;-80.05;-150.0;-80.05;NA;NA;0.0;74.95;NA;NA
P1;2015-07-01;16;1490.17;26.27;26.27;-192.78;-192.78;-408.83;-408.83;NA;NA;-8.83;66.12;NA;NA
P1;2015-07-02;46;1419.0;-46.9;-46.4;-47.9;-47.9;NA;NA;NA;NA;-80.0;-5.05;NA;NA
P1;2015-07-03;12;1499.0;66.05;66.05;33.1;33.1;100.0;100.0;NA;NA;0.0;74.95;NA;NA
P1;2015-07-04;11;1499.0;102.03;102.03;34.1;34.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-05;12;1499.0;34.1;34.1;34.1;34.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-06;14;1499.0;40.1;40.1;40.1;40.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-07;11;1499.0;52.1;52.1;52.1;52.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-08;8;1499.0;63.6;63.6;63.6;63.6;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-09;11;1490.17;60.27;60.27;60.27;60.27;NA;NA;NA;NA;-8.83;66.12;NA;NA
P1;2015-07-10;10;1499.0;69.1;69.1;69.1;69.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-11;10;1499.0;69.1;69.1;69.1;69.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-12;10;1499.0;69.1;69.1;69.1;69.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-13;18;1499.0;82.1;82.1;82.1;82.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-14;11;1499.0;97.6;97.6;97.6;97.6;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-15;15;1499.0;50.05;125.0;100.1;100.1;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-07-16;15;1499.0;100.1;100.1;100.1;100.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-17;16;1499.0;101.1;101.1;101.1;101.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-18;10;1499.0;102.1;102.1;102.1;102.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-19;11;1499.0;102.1;102.1;102.1;102.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-20;20;1499.0;102.6;102.6;102.6;102.6;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-07-21;25;1499.0;66.54;139.99;81.23;153.21;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-07-22;14;1499.0;0.0;149.9;29.98;176.88;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-07-23;18;1499.0;0.0;149.9;29.98;176.88;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-07-24;20;1499.0;0.0;149.9;29.98;176.88;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-07-25;7;1499.0;0.0;149.9;29.98;176.88;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-07-26;9;1499.0;37.47;183.63;66.7;209.93;37.47;37.47;NA;NA;0.0;74.95;NA;NA
P1;2015-07-27;15;1499.0;51.54;124.99;73.1;73.1;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-07-28;19;1499.0;44.67;44.67;37.33;37.33;14.99;14.99;NA;NA;0.0;74.95;NA;NA
P1;2015-07-29;17;1499.0;29.98;29.98;14.99;89.94;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-07-30;32;1499.0;36.55;111.5;0.0;149.9;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-07-31;15;1499.0;0.0;149.9;0.0;149.9;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-08-01;19;1499.0;0.0;149.9;0.0;149.9;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-08-02;16;1499.0;0.0;149.9;0.0;149.9;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-08-03;19;1499.0;0.0;149.9;0.0;149.9;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-08-04;32;1499.0;0.0;149.9;0.0;149.9;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-08-05;31;1499.0;36.55;111.5;0.0;149.9;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-08-06;23;1499.0;0.0;149.9;0.0;149.9;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-08-07;19;1499.0;37.47;183.63;37.47;183.63;37.47;37.47;NA;NA;0.0;74.95;NA;NA
P1;2015-08-08;21;1499.0;74.03;145.23;74.03;145.23;74.95;74.95;NA;NA;0.0;74.95;NA;NA
P1;2015-08-09;19;1499.0;73.1;73.1;73.1;73.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-08-10;13;1499.0;73.1;73.1;73.1;73.1;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-08-11;16;1499.0;73.6;73.6;61.1;61.1;0.0;0.0;NA;NA;0.0;74.95;NA;NA
P1;2015-08-12;25;1499.0;74.1;74.1;74.1;74.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-08-13;10;1499.0;74.1;74.1;74.1;74.1;0.0;179.88;NA;NA;0.0;74.95;NA;NA
P1;2015-08-14;14;1499.0;37.05;126.99;0.0;179.88;0.0;179.88;NA;NA;0.0;74.95;NA;NA
P1;2015-08-15;6;1499.0;0.0;179.88;0.0;179.88;0.0;179.88;NA;NA;0.0;74.95;NA;NA
P1;2015-08-16;4;1499.0;37.05;126.99;37.05;126.99;0.0;179.88;NA;NA;0.0;74.95;NA;NA
P1;2015-08-17;2;1499.0;74.1;74.1;74.1;74.1;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-08-18;9;1499.0;74.1;74.1;74.1;74.1;0.0;179.88;NA;NA;0.0;74.95;NA;NA
P1;2015-08-19;9;1364.09;-60.81;-60.81;-97.86;-7.92;-134.91;44.97;NA;NA;-134.91;-59.96;NA;NA
P1;2015-08-20;6;1364.09;-134.91;44.97;-134.91;44.97;-134.91;44.97;NA;NA;-134.91;-59.96;NA;NA
P1;2015-08-21;2;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-08-22;5;1349.1;-149.9;29.98;-149.9;29.98;-149.9;29.98;NA;NA;-149.9;-74.95;NA;NA
P1;2015-08-23;1;1349.1;-149.9;-59.96;-149.9;-59.96;-149.9;29.98;NA;NA;-149.9;-74.95;NA;NA
P1;2015-08-24;2;1349.1;-149.9;29.98;-149.9;29.98;-149.9;29.98;NA;NA;-149.9;-74.95;NA;NA
P1;2015-08-25;5;1349.1;-149.9;-149.9;-149.9;-149.9;NA;NA;NA;NA;-149.9;-74.95;NA;NA
P1;2015-08-26;3;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-08-27;3;1499.0;37.05;126.99;0.0;179.88;0.0;179.88;NA;NA;0.0;74.95;NA;NA
P1;2015-08-28;5;1499.0;0.0;179.88;0.0;89.94;0.0;179.88;NA;NA;0.0;74.95;NA;NA
P1;2015-08-30;1;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-08-31;1;1499.0;0.0;89.94;0.0;89.94;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-09-01;21;1424.05;-74.95;104.93;-74.95;-74.95;NA;NA;NA;NA;-74.95;0.0;NA;NA
P1;2015-09-02;58;1424.05;-74.95;-74.95;-74.95;-74.95;NA;NA;NA;NA;-74.95;0.0;NA;NA
P1;2015-09-03;15;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;NA;NA
P1;2015-09-04;17;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;-100.9;-100.9
P1;2015-09-05;11;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;-100.9;-100.9
P1;2015-09-06;13;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;-100.9;-100.9
P1;2015-09-07;23;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;-100.9;-100.9
P1;2015-09-08;24;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;-100.9;-100.9
P1;2015-09-09;41;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;-100.9;-100.9
P1;2015-09-10;24;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;-100.9;-100.9
P1;2015-09-11;7;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;-100.9;-100.9
P1;2015-09-12;12;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;-100.9;-100.9
P1;2015-09-13;4;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;-100.9;-100.9
P1;2015-09-14;14;1499.0;0.0;0.0;0.0;0.0;NA;NA;NA;NA;0.0;74.95;-215.9;-215.9
P1;2015-09-15;24;1499.0;0.0;0.0;NA;NA;NA;NA;NA;NA;0.0;74.95;-330.9;-330.9
P1;2015-09-16;15;1499.0;0.0;89.94;0.0;89.94;0.0;179.88;NA;NA;0.0;74.95;NA;NA
P1;2015-09-17;13;1499.0;0.0;179.88;0.0;89.94;0.0;179.88;NA;NA;0.0;74.95;NA;NA
P1;2015-09-18;12;1499.0;0.0;179.88;0.0;179.88;0.0;179.88;NA;NA;0.0;74.95;NA;NA
