prod_id;date;price;count
P1;2015-03-03;1499.0;3
P1;2015-03-04;1226.25;2
P1;2015-03-04;1362.5;58
P1;2015-03-05;1349.1;1
P1;2015-03-05;1362.5;17
P1;2015-03-05;1499.0;3
P1;2015-03-06;1399.0;1
P1;2015-03-06;1499.0;8
P1;2015-03-07;1399.0;2
P1;2015-03-07;1499.0;7
P1;2015-03-08;1399.0;3
P1;2015-03-08;1424.95;1
P1;2015-03-08;1499.0;8
P1;2015-03-09;1259.1;2
P1;2015-03-09;1349.1;1
P1;2015-03-09;1399.0;4
P1;2015-03-09;1499.0;27
P1;2015-03-10;1362.5;20
P1;2015-03-10;1499.0;11
P1;2015-03-11;1226.25;1
P1;2015-03-11;1362.5;52
P1;2015-03-12;1312.77;1
P1;2015-03-12;1362.5;53
P1;2015-03-13;1226.25;1
P1;2015-03-13;1294.38;1
P1;2015-03-13;1362.5;56
P1;2015-03-14;1294.38;1
P1;2015-03-14;1347.51;1
P1;2015-03-14;1362.5;39
P1;2015-03-15;1294.38;1
P1;2015-03-15;1347.51;1
P1;2015-03-15;1362.5;46
P1;2015-03-16;1362.5;17
P1;2015-03-16;1499.0;7
P1;2015-03-17;1226.25;1
P1;2015-03-17;1294.38;1
P1;2015-03-17;1362.5;26
P1;2015-03-18;1294.38;3
P1;2015-03-18;1302.55;1
P1;2015-03-18;1362.5;63
P1;2015-03-19;1226.25;2
P1;2015-03-19;1294.38;1
P1;2015-03-19;1362.5;43
P1;2015-03-20;1226.25;1
P1;2015-03-20;1362.5;14
P1;2015-03-20;1499.0;4
P1;2015-03-21;1362.5;6
P1;2015-03-21;1424.05;1
P1;2015-03-21;1499.0;5
P1;2015-03-22;1362.5;4
P1;2015-03-22;1499.0;3
P1;2015-03-23;1362.5;3
P1;2015-03-23;1424.05;1
P1;2015-03-23;1499.0;2
P1;2015-03-24;1362.5;3
P1;2015-03-24;1499.0;10
P1;2015-03-25;1499.0;7
P1;2015-03-26;1499.0;6
P1;2015-03-27;1499.0;7
P1;2015-03-28;1349.1;1
P1;2015-03-28;1499.0;14
P1;2015-03-29;1499.0;7
P1;2015-03-30;1424.05;1
P1;2015-03-30;1499.0;11
P1;2015-03-31;1399.0;1
P1;2015-03-31;1431.54;1
P1;2015-03-31;1499.0;9
P1;2015-04-01;1241.08;1
P1;2015-04-01;1349.1;1
P1;2015-04-01;1399.0;2
P1;2015-04-01;1429.0;9
P1;2015-04-01;1499.0;3
P1;2015-04-02;1399.0;4
P1;2015-04-02;1499.0;5
P1;2015-04-03;1499.0;6
P1;2015-04-04;1349.1;1
P1;2015-04-04;1499.0;7
P1;2015-04-05;1499.0;5
P1;2015-04-06;1499.0;4
P1;2015-04-07;1449.0;3
P1;2015-04-07;1499.0;10
P1;2015-04-08;1286.1;2
P1;2015-04-08;1349.1;4
P1;2015-04-08;1429.0;5
P1;2015-04-08;1449.0;2
P1;2015-04-08;1499.0;3
P1;2015-04-09;1259.1;1
P1;2015-04-09;1399.0;7
P1;2015-04-09;1499.0;8
P1;2015-04-10;1399.0;5
P1;2015-04-10;1499.0;7
P1;2015-04-11;1399.0;20
P1;2015-04-12;1399.0;32
P1;2015-04-13;1329.05;1
P1;2015-04-13;1399.0;19
P1;2015-04-13;1499.0;7
P1;2015-04-14;1399.0;1
P1;2015-04-14;1499.0;4
P1;2015-04-15;1399.0;6
P1;2015-04-15;1499.0;2
P1;2015-04-16;1399.0;4
P1;2015-04-16;1499.0;11
P1;2015-04-17;1349.1;2
P1;2015-04-17;1399.0;1
P1;2015-04-17;1499.0;3
P1;2015-04-18;1399.0;2
P1;2015-04-19;1259.1;1
P1;2015-04-19;1399.0;13
P1;2015-04-20;1399.0;11
P1;2015-04-20;1499.0;1
P1;2015-04-21;1399.0;15
P1;2015-04-22;1349.1;1
P1;2015-04-22;1399.0;7
P1;2015-04-22;1499.0;3
P1;2015-04-23;1145.78;1
P1;2015-04-23;1259.1;1
P1;2015-04-23;1399.0;14
P1;2015-04-24;1399.0;4
P1;2015-04-24;1499.0;5
P1;2015-04-25;1399.0;11
P1;2015-04-26;1399.0;13
P1;2015-04-27;1399.0;6
P1;2015-04-27;1499.0;6
P1;2015-04-28;1499.0;8
P1;2015-04-29;1399.0;3
P1;2015-04-29;1499.0;5
P1;2015-04-30;1349.1;1
P1;2015-04-30;1399.0;2
P1;2015-04-30;1499.0;2
P1;2015-05-01;1499.0;1
P1;2015-05-02;1399.0;3
P1;2015-05-02;1499.0;9
P1;2015-05-03;1259.1;1
P1;2015-05-03;1499.0;9
P1;2015-05-04;1259.1;1
P1;2015-05-04;1273.09;2
P1;2015-05-04;1399.0;8
P1;2015-05-04;1499.0;6
P1;2015-05-05;1349.1;1
P1;2015-05-05;1399.0;16
P1;2015-05-05;1499.0;13
P1;2015-05-06;1399.0;8
P1;2015-05-06;1499.0;11
P1;2015-05-07;1259.1;1
P1;2015-05-07;1329.05;2
P1;2015-05-07;1399.0;8
P1;2015-05-07;1499.0;11
P1;2015-05-08;1399.0;4
P1;2015-05-08;1490.17;1
P1;2015-05-08;1499.0;10
P1;2015-05-09;1399.0;2
P1;2015-05-09;1490.17;1
P1;2015-05-09;1499.0;6
P1;2015-05-10;1299.0;1
P1;2015-05-10;1399.0;3
P1;2015-05-10;1499.0;6
P1;2015-05-11;1399.0;10
P1;2015-05-11;1490.17;1
P1;2015-05-11;1499.0;12
P1;2015-05-12;1259.1;1
P1;2015-05-12;1399.0;18
P1;2015-05-12;1490.17;1
P1;2015-05-12;1499.0;6
P1;2015-05-13;1399.0;12
P1;2015-05-13;1424.05;1
P1;2015-05-13;1499.0;6
P1;2015-05-14;1209.43;5
P1;2015-05-14;1259.1;2
P1;2015-05-14;1329.05;29
P1;2015-05-14;1399.0;12
P1;2015-05-14;1499.0;2
P1;2015-05-15;1273.09;1
P1;2015-05-15;1287.08;2
P1;2015-05-15;1329.05;24
P1;2015-05-15;1399.0;16
P1;2015-05-16;1329.05;14
P1;2015-05-16;1399.0;17
P1;2015-05-16;1424.05;2
P1;2015-05-16;1499.0;1
P1;2015-05-17;1329.05;9
P1;2015-05-17;1399.0;7
P1;2015-05-17;1424.05;4
P1;2015-05-17;1499.0;3
P1;2015-05-18;1259.1;1
P1;2015-05-18;1329.05;2
P1;2015-05-18;1379.08;1
P1;2015-05-18;1399.0;7
P1;2015-05-18;1499.0;5
P1;2015-05-19;1259.1;1
P1;2015-05-19;1399.0;4
P1;2015-05-19;1424.05;1
P1;2015-05-19;1490.17;1
P1;2015-05-19;1499.0;12
P1;2015-05-20;1399.0;6
P1;2015-05-20;1490.17;1
P1;2015-05-20;1499.0;6
P1;2015-05-21;1209.43;1
P1;2015-05-21;1329.05;12
P1;2015-05-21;1399.0;6
P1;2015-05-21;1499.0;6
P1;2015-05-22;1209.43;1
P1;2015-05-22;1259.1;1
P1;2015-05-22;1329.05;4
P1;2015-05-22;1399.0;3
P1;2015-05-22;1424.05;4
P1;2015-05-22;1499.0;4
P1;2015-05-23;1399.0;5
P1;2015-05-23;1424.05;3
P1;2015-05-23;1499.0;9
P1;2015-05-24;1399.0;3
P1;2015-05-24;1424.05;13
P1;2015-05-24;1499.0;2
P1;2015-05-25;1399.0;1
P1;2015-05-25;1424.05;2
P1;2015-05-25;1499.0;6
P1;2015-05-26;1329.05;1
P1;2015-05-26;1399.0;15
P1;2015-05-26;1490.17;1
P1;2015-05-26;1499.0;5
P1;2015-05-27;1259.1;2
P1;2015-05-27;1329.05;1
P1;2015-05-27;1399.0;25
P1;2015-05-28;1259.1;1
P1;2015-05-28;1329.05;3
P1;2015-05-28;1399.0;31
P1;2015-05-29;1259.1;1
P1;2015-05-29;1399.0;33
P1;2015-05-30;1259.1;2
P1;2015-05-30;1399.0;14
P1;2015-05-31;1259.1;1
P1;2015-05-31;1399.0;33
P1;2015-06-01;1329.05;3
P1;2015-06-01;1399.0;35
P1;2015-06-01;1490.17;1
P1;2015-06-01;1499.0;1
P1;2015-06-02;1259.1;3
P1;2015-06-02;1329.05;2
P1;2015-06-02;1399.0;44
P1;2015-06-03;1259.1;1
P1;2015-06-03;1349.1;1
P1;2015-06-03;1399.0;5
P1;2015-06-03;1490.17;1
P1;2015-06-03;1499.0;9
P1;2015-06-04;1399.0;1
P1;2015-06-04;1490.17;2
P1;2015-06-04;1499.0;10
P1;2015-06-05;1259.1;1
P1;2015-06-05;1349.1;1
P1;2015-06-05;1399.0;3
P1;2015-06-05;1499.0;6
P1;2015-06-06;1399.0;4
P1;2015-06-06;1490.17;1
P1;2015-06-06;1499.0;10
P1;2015-06-07;1399.0;4
P1;2015-06-07;1490.17;2
P1;2015-06-07;1499.0;16
P1;2015-06-08;1259.1;1
P1;2015-06-08;1399.0;1
P1;2015-06-08;1490.17;2
P1;2015-06-08;1499.0;12
P1;2015-06-09;1349.1;1
P1;2015-06-09;1399.0;3
P1;2015-06-09;1490.17;1
P1;2015-06-09;1499.0;11
P1;2015-06-10;1399.0;2
P1;2015-06-10;1424.05;1
P1;2015-06-10;1499.0;9
P1;2015-06-11;1399.0;7
P1;2015-06-11;1490.17;5
P1;2015-06-11;1499.0;10
P1;2015-06-12;1399.0;2
P1;2015-06-12;1490.17;1
P1;2015-06-12;1499.0;6
P1;2015-06-13;1399.0;6
P1;2015-06-13;1499.0;8
P1;2015-06-14;1399.0;4
P1;2015-06-14;1499.0;4
P1;2015-06-15;1259.1;1
P1;2015-06-15;1399.0;46
P1;2015-06-16;1259.1;1
P1;2015-06-16;1399.0;46
P1;2015-06-17;1490.17;1
P1;2015-06-17;1499.0;9
P1;2015-06-18;1145.78;1
P1;2015-06-18;1349.1;2
P1;2015-06-18;1399.0;7
P1;2015-06-18;1490.17;2
P1;2015-06-18;1499.0;12
P1;2015-06-19;1490.17;1
P1;2015-06-19;1499.0;9
P1;2015-06-20;1349.1;1
P1;2015-06-20;1499.0;7
P1;2015-06-21;1490.17;1
P1;2015-06-21;1499.0;2
P1;2015-06-22;1449.0;1
P1;2015-06-22;1490.17;4
P1;2015-06-22;1499.0;6
P1;2015-06-23;1449.0;2
P1;2015-06-23;1499.0;3
P1;2015-06-24;1449.0;1
P1;2015-06-24;1490.17;1
P1;2015-06-24;1499.0;9
P1;2015-06-25;1449.0;2
P1;2015-06-25;1490.17;1
P1;2015-06-25;1499.0;8
P1;2015-06-26;1186.73;1
P1;2015-06-26;1449.0;1
P1;2015-06-26;1490.17;1
P1;2015-06-26;1499.0;8
P1;2015-06-27;1304.1;1
P1;2015-06-27;1341.15;1
P1;2015-06-27;1349.1;1
P1;2015-06-27;1490.17;1
P1;2015-06-27;1499.0;4
P1;2015-06-28;1499.0;4
P1;2015-06-29;1449.0;4
P1;2015-06-29;1490.17;1
P1;2015-06-29;1499.0;6
P1;2015-06-30;1349.1;1
P1;2015-06-30;1449.0;1
P1;2015-06-30;1490.17;1
P1;2015-06-30;1499.0;15
P1;2015-07-01;1349.1;1
P1;2015-07-01;1419.0;3
P1;2015-07-01;1449.0;2
P1;2015-07-01;1490.17;2
P1;2015-07-01;1499.0;8
P1;2015-07-02;1277.1;1
P1;2015-07-02;1291.29;1
P1;2015-07-02;1332.22;1
P1;2015-07-02;1419.0;38
P1;2015-07-02;1424.05;1
P1;2015-07-02;1499.0;4
P1;2015-07-03;1349.1;1
P1;2015-07-03;1419.0;1
P1;2015-07-03;1499.0;10
P1;2015-07-04;1449.0;2
P1;2015-07-04;1490.17;1
P1;2015-07-04;1499.0;8
P1;2015-07-05;1449.0;1
P1;2015-07-05;1490.17;2
P1;2015-07-05;1499.0;9
P1;2015-07-06;1419.0;2
P1;2015-07-06;1499.0;12
P1;2015-07-07;1449.0;1
P1;2015-07-07;1490.17;1
P1;2015-07-07;1499.0;9
P1;2015-07-08;1449.0;1
P1;2015-07-08;1499.0;7
P1;2015-07-09;1449.0;3
P1;2015-07-09;1490.17;2
P1;2015-07-09;1499.0;6
P1;2015-07-10;1341.15;1
P1;2015-07-10;1424.05;1
P1;2015-07-10;1490.17;1
P1;2015-07-10;1499.0;7
P1;2015-07-11;1341.15;2
P1;2015-07-11;1499.0;8
P1;2015-07-12;1341.15;1
P1;2015-07-12;1499.0;9
P1;2015-07-13;1490.17;1
P1;2015-07-13;1499.0;17
P1;2015-07-14;1424.05;1
P1;2015-07-14;1499.0;10
P1;2015-07-15;1490.17;1
P1;2015-07-15;1499.0;14
P1;2015-07-16;1499.0;15
P1;2015-07-17;1490.17;1
P1;2015-07-17;1499.0;15
P1;2015-07-18;1349.1;1
P1;2015-07-18;1424.05;1
P1;2015-07-18;1499.0;8
P1;2015-07-19;1490.17;1
P1;2015-07-19;1499.0;10
P1;2015-07-20;1499.0;20
P1;2015-07-21;1349.1;1
P1;2015-07-21;1424.05;1
P1;2015-07-21;1499.0;23
P1;2015-07-22;1499.0;14
P1;2015-07-23;1349.1;1
P1;2015-07-23;1499.0;17
P1;2015-07-24;1499.0;20
P1;2015-07-25;1499.0;7
P1;2015-07-26;1490.17;1
P1;2015-07-26;1499.0;8
P1;2015-07-27;1490.17;1
P1;2015-07-27;1499.0;14
P1;2015-07-28;1499.0;19
P1;2015-07-29;1499.0;17
P1;2015-07-30;1349.1;3
P1;2015-07-30;1499.0;29
P1;2015-07-31;1349.1;1
P1;2015-07-31;1499.0;14
P1;2015-08-01;1499.0;19
P1;2015-08-02;1499.0;16
P1;2015-08-03;1499.0;19
P1;2015-08-04;1499.0;32
P1;2015-08-05;1349.1;1
P1;2015-08-05;1499.0;30
P1;2015-08-06;1349.1;2
P1;2015-08-06;1424.05;1
P1;2015-08-06;1499.0;20
P1;2015-08-07;1499.0;19
P1;2015-08-08;1499.0;21
P1;2015-08-09;1499.0;19
P1;2015-08-10;1349.1;1
P1;2015-08-10;1499.0;12
P1;2015-08-11;1499.0;16
P1;2015-08-12;1349.1;1
P1;2015-08-12;1499.0;24
P1;2015-08-13;1349.1;1
P1;2015-08-13;1499.0;9
P1;2015-08-14;1499.0;14
P1;2015-08-15;1499.0;6
P1;2015-08-16;1499.0;4
P1;2015-08-17;1499.0;2
P1;2015-08-18;1349.1;1
P1;2015-08-18;1364.09;2
P1;2015-08-18;1499.0;6
P1;2015-08-19;1227.68;1
P1;2015-08-19;1349.1;2
P1;2015-08-19;1364.09;2
P1;2015-08-19;1499.0;4
P1;2015-08-20;1349.1;2
P1;2015-08-20;1364.09;1
P1;2015-08-20;1499.0;3
P1;2015-08-21;1499.0;2
P1;2015-08-22;1349.1;4
P1;2015-08-22;1499.0;1
P1;2015-08-23;1349.1;1
P1;2015-08-24;1349.1;2
P1;2015-08-25;1349.1;4
P1;2015-08-25;1499.0;1
P1;2015-08-26;1499.0;3
P1;2015-08-27;1499.0;3
P1;2015-08-28;1499.0;5
P1;2015-08-30;1499.0;1
P1;2015-08-31;1499.0;1
P1;2015-09-01;1424.05;21
P1;2015-09-02;1349.1;1
P1;2015-09-02;1424.05;40
P1;2015-09-02;1499.0;17
P1;2015-09-03;1499.0;15
P1;2015-09-04;1499.0;17
P1;2015-09-05;1349.1;2
P1;2015-09-05;1499.0;9
P1;2015-09-06;1349.1;1
P1;2015-09-06;1499.0;12
P1;2015-09-07;1499.0;23
P1;2015-09-08;1499.0;24
P1;2015-09-09;1349.1;1
P1;2015-09-09;1499.0;40
P1;2015-09-10;1349.1;1
P1;2015-09-10;1499.0;23
P1;2015-09-11;1499.0;7
P1;2015-09-12;1349.1;1
P1;2015-09-12;1499.0;11
P1;2015-09-13;1499.0;4
P1;2015-09-14;1499.0;14
P1;2015-09-15;1499.0;24
P1;2015-09-16;1349.1;1
P1;2015-09-16;1499.0;14
P1;2015-09-17;1499.0;13
P1;2015-09-18;1449.9;1
P1;2015-09-18;1499.0;11
P1;2015-09-19;1499.0;17
P1;2015-09-20;1499.0;2
P1;2015-09-21;1499.0;7
P1;2015-09-22;1499.0;9
P1;2015-09-23;1499.0;9
P1;2015-09-24;1499.0;19
P1;2015-09-25;1349.1;1
P1;2015-09-25;1499.0;8
P1;2015-09-26;1349.1;2
P1;2015-09-26;1499.0;6
P1;2015-09-27;1499.0;13
P1;2015-09-28;1499.0;19
P1;2015-09-29;1499.0;15
P1;2015-09-30;1349.1;1
P1;2015-09-30;1499.0;28
P1;2015-10-01;1349.1;2
P1;2015-10-01;1499.0;30
P1;2015-10-02;1499.0;9
P1;2015-10-03;1499.0;18
P1;2015-10-04;1499.0;23
P1;2015-10-05;1499.0;26
P1;2015-10-06;1424.05;5
P1;2015-10-06;1499.0;20
P1;2015-10-07;1424.05;5
P1;2015-10-07;1499.0;20
P1;2015-10-08;1499.0;22
P1;2015-10-09;1499.0;11
P1;2015-10-10;1349.1;1
P1;2015-10-10;1499.0;8
P1;2015-10-11;1499.0;7
P1;2015-10-12;1499.0;9
P1;2015-10-13;1349.1;1
P1;2015-10-13;1499.0;4
P1;2015-10-14;1499.0;8
P2;2015-01-01;746.1;1
P2;2015-01-01;829.0;22
P2;2015-01-02;774.2;1
P2;2015-01-02;787.55;2
P2;2015-01-02;829.0;85
P2;2015-01-02;829.9;2
P2;2015-01-03;746.1;1
P2;2015-01-03;829.0;68
P2;2015-01-04;746.1;1
P2;2015-01-04;829.0;62
P2;2015-01-05;746.1;5
P2;2015-01-05;758.0;1
P2;2015-01-05;829.0;92
P2;2015-01-06;746.1;2
P2;2015-01-06;758.0;1
P2;2015-01-06;787.55;1
P2;2015-01-06;829.0;131
P2;2015-01-07;746.1;6
P2;2015-01-07;756.05;1
P2;2015-01-07;756.05;3
P2;2015-01-07;758.0;3
P2;2015-01-07;787.55;2
P2;2015-01-07;829.0;129
P2;2015-01-08;746.1;12
P2;2015-01-08;758.0;3
P2;2015-01-08;787.55;1
P2;2015-01-08;829.0;154
P2;2015-01-09;719.1;5
P2;2015-01-09;739.98;1
P2;2015-01-09;746.1;3
P2;2015-01-09;758.0;7
P2;2015-01-09;787.55;1
P2;2015-01-09;799.0;32
P2;2015-01-09;829.0;132
P2;2015-01-10;719.1;10
P2;2015-01-10;746.1;1
P2;2015-01-10;756.05;1
P2;2015-01-10;758.0;4
P2;2015-01-10;799.0;22
P2;2015-01-10;829.0;89
P2;2015-01-11;719.1;1
P2;2015-01-11;787.55;1
P2;2015-01-11;799.0;7
P2;2015-01-11;829.0;74
P2;2015-01-12;719.1;4
P2;2015-01-12;746.1;3
P2;2015-01-12;750.24;1
P2;2015-01-12;756.05;1
P2;2015-01-12;787.55;1
P2;2015-01-12;799.0;18
P2;2015-01-12;814.0;1
P2;2015-01-12;829.0;98
P2;2015-01-13;719.1;5
P2;2015-01-13;758.0;2
P2;2015-01-13;787.55;1
P2;2015-01-13;799.0;21
P2;2015-01-13;828.0;1
P2;2015-01-13;829.0;88
P2;2015-01-13;869.0;1
P2;2015-01-14;711.55;1
P2;2015-01-14;719.1;2
P2;2015-01-14;746.1;1
P2;2015-01-14;749.0;9
P2;2015-01-14;758.0;8
P2;2015-01-14;787.55;2
P2;2015-01-14;799.0;18
P2;2015-01-14;814.0;2
P2;2015-01-14;829.0;97
P2;2015-01-15;636.65;12
P2;2015-01-15;640.39;1
P2;2015-01-15;647.51;1
P2;2015-01-15;674.1;26
P2;2015-01-15;681.59;26
P2;2015-01-15;704.65;3
P2;2015-01-15;711.55;8
P2;2015-01-15;719.1;2
P2;2015-01-15;734.02;1
P2;2015-01-15;746.1;9
P2;2015-01-15;749.0;465
P2;2015-01-15;758.0;2
P2;2015-01-15;799.0;12
P2;2015-01-15;829.0;38
P2;2015-01-16;674.1;26
P2;2015-01-16;677.84;1
P2;2015-01-16;681.59;8
P2;2015-01-16;711.55;7
P2;2015-01-16;719.1;1
P2;2015-01-16;746.1;3
P2;2015-01-16;749.0;245
P2;2015-01-16;750.24;1
P2;2015-01-16;754.39;2
P2;2015-01-16;758.0;3
P2;2015-01-16;799.0;17
P2;2015-01-16;829.0;42
P2;2015-01-17;671.49;1
P2;2015-01-17;674.1;4
P2;2015-01-17;678.95;7
P2;2015-01-17;719.1;4
P2;2015-01-17;746.1;86
P2;2015-01-17;749.0;53
P2;2015-01-17;758.0;1
P2;2015-01-17;799.0;26
P2;2015-01-17;829.0;38
P2;2015-01-18;671.49;3
P2;2015-01-18;678.95;1
P2;2015-01-18;719.1;1
P2;2015-01-18;746.1;85
P2;2015-01-18;799.0;10
P2;2015-01-18;829.0;45
P2;2015-01-19;678.95;1
P2;2015-01-19;719.1;9
P2;2015-01-19;746.1;14
P2;2015-01-19;758.0;4
P2;2015-01-19;787.55;6
P2;2015-01-19;799.0;23
P2;2015-01-19;829.0;77
P2;2015-01-20;719.1;2
P2;2015-01-20;746.1;2
P2;2015-01-20;787.55;2
P2;2015-01-20;799.0;16
P2;2015-01-20;828.0;3
P2;2015-01-20;829.0;87
P2;2015-01-21;719.1;5
P2;2015-01-21;746.1;1
P2;2015-01-21;754.39;1
P2;2015-01-21;787.55;1
P2;2015-01-21;799.0;30
P2;2015-01-21;829.0;102
P2;2015-01-21;839.0;1
P2;2015-01-22;719.1;2
P2;2015-01-22;746.1;2
P2;2015-01-22;754.39;2
P2;2015-01-22;787.55;1
P2;2015-01-22;799.0;20
P2;2015-01-22;829.0;87
P2;2015-01-22;869.0;1
P2;2015-01-23;719.1;4
P2;2015-01-23;787.55;1
P2;2015-01-23;791.1;1
P2;2015-01-23;799.0;24
P2;2015-01-23;829.0;33
P2;2015-01-23;835.05;1
P2;2015-01-23;879.0;28
P2;2015-01-24;719.1;5
P2;2015-01-24;788.0;2
P2;2015-01-24;799.0;28
P2;2015-01-24;879.0;55
P2;2015-01-25;788.0;1
P2;2015-01-25;799.0;8
P2;2015-01-25;839.0;1
P2;2015-01-25;879.0;38
P2;2015-01-26;719.1;4
P2;2015-01-26;791.1;1
P2;2015-01-26;799.0;22
P2;2015-01-26;879.0;47
P2;2015-01-27;719.1;3
P2;2015-01-27;746.1;3
P2;2015-01-27;795.84;1
P2;2015-01-27;799.0;12
P2;2015-01-27;828.0;1
P2;2015-01-27;829.0;83
P2;2015-01-27;869.0;1
P2;2015-01-27;879.0;13
P2;2015-01-28;719.1;4
P2;2015-01-28;746.1;6
P2;2015-01-28;787.55;2
P2;2015-01-28;795.84;10
P2;2015-01-28;798.0;6
P2;2015-01-28;799.0;23
P2;2015-01-28;829.0;112
P2;2015-01-29;719.1;1
P2;2015-01-29;739.0;3
P2;2015-01-29;746.1;5
P2;2015-01-29;754.39;13
P2;2015-01-29;788.0;22
P2;2015-01-29;798.0;4
P2;2015-01-29;799.0;4
P2;2015-01-29;829.0;40
P2;2015-01-29;839.9;1
P2;2015-01-30;654.38;1
P2;2015-01-30;719.1;3
P2;2015-01-30;746.1;9
P2;2015-01-30;754.39;11
P2;2015-01-30;787.55;1
P2;2015-01-30;788.0;7
P2;2015-01-30;799.0;22
P2;2015-01-30;829.0;56
P2;2015-01-31;719.1;2
P2;2015-01-31;788.0;1
P2;2015-01-31;799.0;19
P2;2015-01-31;799.89;3
P2;2015-01-31;879.0;18
P2;2015-02-01;719.1;2
P2;2015-02-01;788.0;1
P2;2015-02-01;799.0;8
P2;2015-02-01;839.9;1
P2;2015-02-01;879.0;39
P2;2015-02-02;719.1;5
P2;2015-02-02;799.0;20
P2;2015-02-02;835.05;1
P2;2015-02-02;879.0;50
P2;2015-02-03;791.1;1
P2;2015-02-03;799.0;18
P2;2015-02-03;829.0;5
P2;2015-02-03;879.0;73
P2;2015-02-04;719.1;4
P2;2015-02-04;751.55;1
P2;2015-02-04;791.1;1
P2;2015-02-04;799.0;17
P2;2015-02-04;828.0;6
P2;2015-02-04;879.0;42
P2;2015-02-05;719.1;2
P2;2015-02-05;791.1;1
P2;2015-02-05;799.0;6
P2;2015-02-05;828.0;19
P2;2015-02-05;835.05;1
P2;2015-02-05;879.0;15
P2;2015-02-06;719.1;2
P2;2015-02-06;791.1;1
P2;2015-02-06;799.0;22
P2;2015-02-06;828.0;3
P2;2015-02-06;879.0;43
P2;2015-02-07;719.1;6
P2;2015-02-07;791.1;4
P2;2015-02-07;795.5;1
P2;2015-02-07;799.0;28
P2;2015-02-07;799.89;1
P2;2015-02-07;879.0;31
P2;2015-02-08;791.1;1
P2;2015-02-08;799.0;1
P2;2015-02-08;828.0;23
P2;2015-02-08;879.0;5
P2;2015-02-09;827.99;18
P2;2015-02-09;828.0;24
P2;2015-02-10;719.1;3
P2;2015-02-10;799.0;13
P2;2015-02-10;827.99;7
P2;2015-02-10;828.0;4
P2;2015-02-10;839.0;1
P2;2015-02-10;879.0;23
P2;2015-02-11;789.0;9
P2;2015-02-11;791.1;10
P2;2015-02-11;799.89;1
P2;2015-02-11;827.9;3
P2;2015-02-11;878.0;1
P2;2015-02-11;879.0;52
P2;2015-02-12;791.1;9
P2;2015-02-12;799.0;2
P2;2015-02-12;799.89;4
P2;2015-02-12;851.0;1
P2;2015-02-12;879.0;57
P2;2015-02-13;791.1;3
P2;2015-02-13;799.0;4
P2;2015-02-13;799.89;1
P2;2015-02-13;879.0;37
P2;2015-02-14;788.0;1
P2;2015-02-14;791.1;5
P2;2015-02-14;798.99;1
